Year,State Name,Dist Name,RICE,WHEAT,KHARIF SORGHUM,RABI SORGHUM,SORGHUM,PEARL MILLET,MAIZE,FINGER MILLET,BARLEY,CHICKPEA,PIGEONPEA,MINOR PULSES,GROUNDNUT,SESAMUM,RAPESEED AND MUSTARD,SAFFLOWER,CASTOR,LINSEED,SUNFLOWER,SOYABEAN,OILSEEDS,SUGARCANE,COTTON,Total
1966,Chhattisgarh,Durg,548.0,44.0,0.6,0.0,0.6,0.0,3.0,0.8,0.1,54.0,37.0,114.96,0.2,3.0,1.0,0.07,0.7,45.7,0.0,0.0,50.7,0.9,0.0,905.3300000000003
1967,Chhattisgarh,Durg,547.0,50.0,1.1,0.0,1.1,0.0,3.0,0.9,0.2,52.0,36.0,269.54,0.1,11.6,1.1,0.01,0.5,100.1,0.0,0.0,113.55,0.8,0.0,1188.6000000000001
1968,Chhattisgarh,Durg,556.3,53.7,0.5,0.0,0.5,0.0,2.8,0.8,0.2,51.3,35.7,289.46,0.1,11.3,1.2,0.02,0.6,113.3,0.0,0.0,126.62,1.0,0.0,1245.4
1969,Chhattisgarh,Durg,563.4,49.4,0.8,0.0,0.8,0.0,2.7,0.8,0.2,52.6,35.7,298.18,0.1,11.4,1.2,0.02,0.5,101.1,0.0,0.0,114.14,1.0,0.0,1234.04
1970,Chhattisgarh,Durg,571.6,44.2,0.9,0.0,0.9,0.0,2.5,0.8,0.1,53.3,33.3,342.8,0.1,10.8,1.1,0.02,0.4,114.1,0.0,0.0,126.4,0.7,0.0,1304.0199999999998
1971,Chhattisgarh,Durg,581.8,44.4,0.3,0.0,0.3,0.0,2.7,0.9,0.2,50.3,33.9,351.5,0.1,10.8,1.1,0.07,0.3,111.7,0.0,0.0,124.2,0.5,0.0,1315.0699999999995
1972,Chhattisgarh,Durg,582.2,39.6,0.3,0.0,0.3,0.0,2.8,0.8,0.1,52.3,32.8,331.8,0.1,10.4,1.2,0.0,0.3,111.7,0.0,0.0,123.8,0.5,0.0,1290.9999999999998
1973,Chhattisgarh,Durg,600.0,37.3,0.2,0.0,0.2,0.0,2.9,0.8,0.1,56.4,32.2,352.6,0.1,9.6,1.2,0.0,0.2,118.8,0.0,0.0,130.2,0.2,0.0,1343.0
1974,Chhattisgarh,Durg,587.4,36.5,0.5,0.0,0.5,0.0,2.9,0.8,0.2,54.9,32.5,153.1,0.0,9.9,1.4,0.0,0.2,85.0,0.0,0.0,96.8,0.8,0.0,1063.3999999999999
1975,Chhattisgarh,Durg,598.3,49.2,0.2,0.0,0.2,0.0,2.9,0.8,0.2,58.3,34.2,320.2,0.0,8.6,1.6,0.1,0.2,120.7,0.0,0.0,131.5,0.8,0.0,1327.9999999999998
1976,Chhattisgarh,Durg,593.6,46.9,0.1,0.0,0.1,0.0,3.0,0.8,0.1,52.5,30.9,246.9,0.1,9.0,0.7,0.1,0.2,95.7,0.0,0.0,105.7,0.6,0.0,1187.0
1977,Chhattisgarh,Durg,600.7,53.1,0.1,0.0,0.1,0.0,3.4,0.8,0.1,56.3,30.5,319.8,0.1,9.0,1.1,0.1,0.2,103.4,0.0,0.0,128.6,0.1,0.0,1307.4999999999998
1978,Chhattisgarh,Durg,612.5,48.7,0.1,0.0,0.1,0.0,3.4,0.7,0.1,52.1,31.4,308.5,0.1,5.7,1.6,0.2,0.2,111.7,0.0,0.0,145.6,0.1,0.0,1322.8
1979,Chhattisgarh,Durg,616.8,44.6,0.5,0.0,0.5,0.0,3.0,0.7,0.2,65.3,29.6,193.9,0.1,8.5,1.7,0.2,0.1,101.4,0.0,0.1,102.8,0.1,0.0,1170.1
1980,Chhattisgarh,Durg,634.9,44.1,0.2,0.0,0.2,0.0,3.0,0.6,0.2,54.2,29.2,310.6,0.1,8.2,1.9,0.3,0.2,96.7,0.0,0.0,113.4,0.1,0.0,1298.1000000000004
1981,Chhattisgarh,Durg,630.0,41.5,0.2,0.0,0.2,0.0,3.0,0.7,0.2,60.9,28.7,318.0,0.1,8.6,2.0,0.3,0.3,95.4,0.0,0.0,117.1,0.1,0.0,1307.2999999999997
1982,Chhattisgarh,Durg,627.9,41.1,0.1,0.0,0.1,0.0,3.0,0.6,0.1,71.7,24.0,309.0,0.1,9.1,1.8,0.4,0.0,98.1,0.0,1.2,117.9,0.1,0.0,1306.3
1983,Chhattisgarh,Durg,626.7,39.9,0.1,0.0,0.1,0.0,3.0,0.7,0.1,67.7,25.1,347.5,0.1,8.1,2.0,0.4,0.1,99.9,0.0,2.2,119.8,0.2,0.0,1343.7
1984,Chhattisgarh,Durg,632.2,40.5,0.3,0.0,0.3,0.0,3.6,0.6,0.1,82.8,26.0,305.0,0.2,7.8,2.2,0.5,0.1,98.6,0.0,2.1,120.3,0.3,0.0,1323.4999999999998
1985,Chhattisgarh,Durg,630.8,39.4,0.3,0.0,0.3,0.0,3.8,0.5,0.1,87.9,28.2,333.9,0.3,8.2,2.3,0.4,0.1,109.3,0.0,1.1,120.3,0.3,0.0,1367.4999999999995
1986,Chhattisgarh,Durg,643.0,37.0,0.2,0.0,0.2,0.0,4.0,0.6,0.0,98.0,27.0,225.5,1.0,7.3,2.2,0.4,0.0,89.9,0.0,0.8,97.8,0.4,0.0,1235.3000000000002
1987,Chhattisgarh,Durg,648.0,43.0,0.3,0.0,0.3,0.0,4.0,0.4,0.0,113.5,26.0,213.2,1.0,6.8,2.3,0.3,0.0,84.6,0.0,0.5,93.2,0.1,0.0,1237.4999999999995
1988,Chhattisgarh,Durg,652.7,43.7,0.1,0.0,0.1,0.0,3.8,0.4,0.0,118.4,25.5,162.4,1.3,7.5,2.5,0.3,0.0,80.5,0.0,0.7,86.1,0.2,0.0,1186.1999999999998
1989,Chhattisgarh,Durg,660.2,43.8,0.1,0.0,0.1,0.0,3.7,0.4,0.0,119.6,25.1,183.8,3.3,6.4,2.6,0.2,0.0,71.7,0.0,0.7,74.4,0.4,0.0,1196.5000000000005
1990,Chhattisgarh,Durg,682.9,36.2,0.5,0.0,0.5,0.0,4.0,0.0,0.1,126.2,19.0,272.1,3.4,7.6,2.75,0.2,0.0,67.7,0.09,2.03,84.0,0.07,0.0,1309.34
1991,Chhattisgarh,Durg,680.8,34.8,2.3,0.0,2.3,0.0,3.8,0.0,0.0,117.2,21.9,269.9,2.6,3.5,2.03,0.2,0.1,70.0,0.12,4.82,86.4,0.46,0.0,1303.2299999999996
1992,Chhattisgarh,Durg,688.0,56.1,1.1,0.0,1.1,0.0,4.4,0.0,0.0,112.6,22.8,270.0,1.6,2.4,3.16,0.4,0.1,73.4,0.09,9.52,90.8,0.35,0.02,1337.9399999999998
1993,Chhattisgarh,Durg,703.6,33.8,0.2,2.4,2.6,0.01,3.8,0.0,0.0,110.6,17.3,303.4,2.5,3.6,3.13,0.4,0.0,85.4,0.23,28.88,124.2,0.45,0.03,1426.5300000000004
1994,Chhattisgarh,Durg,726.8,36.5,0.3,0.0,0.3,0.0,4.8,0.0,0.0,124.7,15.6,315.7,1.2,2.9,2.9,0.4,0.0,92.4,0.25,16.9,117.0,0.4,0.0,1459.0500000000004
1995,Chhattisgarh,Durg,723.3,37.1,0.1,0.0,0.1,0.0,4.2,0.0,0.1,124.0,15.1,318.6,0.9,4.3,2.7,0.3,0.0,88.9,0.3,24.4,121.9,0.5,0.0,1466.8000000000004
1996,Chhattisgarh,Durg,710.9,36.2,0.3,0.0,0.3,0.3,3.2,0.0,0.0,117.7,12.6,272.3,0.8,4.5,2.4,0.4,0.0,82.5,0.3,45.0,136.3,0.6,0.0,1426.6
1997,Chhattisgarh,Durg,735.7,35.6,1.21,0.02,1.24,0.0,3.5,0.26,0.0,111.0,12.1,282.39,1.4,3.0,2.6,0.3,0.0,80.2,0.4,61.6,149.44,0.48,0.0,1482.44
1998,Chhattisgarh,Durg,786.51,39.96,0.27,0.0,0.27,0.0,5.61,0.0,0.0,144.25,31.09,258.44,1.38,4.64,4.33,0.4,0.0,83.45,0.0,56.07,151.86,1.17,0.0,1569.7000000000003
1999,Chhattisgarh,Durg,769.79,0.0,0.0,0.0,0.0,0.0,3.81,0.25,0.0,118.67,14.87,224.35,1.38,3.88,1.07,0.19,0.02,63.62,0.9,14.56,108.14,1.03,0.0,1326.53
2000,Chhattisgarh,Durg,748.76,29.9,0.42,0.0,0.42,0.03,3.94,0.23,0.01,98.52,16.24,26.83,1.29,3.31,2.59,0.03,0.03,43.8,0.38,10.36,61.92,0.93,0.0,1049.9399999999998
2001,Chhattisgarh,Durg,756.26,34.33,0.28,0.0,0.28,0.02,3.9,0.22,0.01,117.53,14.56,30.18,1.2,3.1,2.59,0.05,0.05,48.48,0.72,8.25,68.51,1.14,0.01,1091.67
2002,Chhattisgarh,Durg,753.41,33.25,0.22,0.0,0.22,0.01,3.71,0.23,0.01,122.65,15.66,30.66,1.25,3.91,2.8,0.13,0.01,39.54,0.76,12.88,61.3,1.42,0.02,1084.05
2003,Chhattisgarh,Durg,766.58,37.99,0.17,0.0,0.17,0.0,3.4,0.24,0.03,138.93,12.66,32.12,0.96,3.86,2.96,0.31,0.02,39.76,1.38,17.76,61.47,1.99,0.07,1122.8300000000002
2004,Chhattisgarh,Durg,775.99,36.43,0.16,0.0,0.16,0.0,3.26,0.25,0.01,163.22,12.55,33.57,0.7,2.48,3.57,0.34,0.04,37.48,1.4,27.4,67.23,3.14,0.41,1169.7900000000002
2005,Chhattisgarh,Durg,775.99,36.43,0.18,0.0,0.18,0.0,3.26,0.25,0.01,163.22,12.55,250.12,0.7,2.48,3.57,0.34,0.04,37.48,1.4,27.4,73.67,3.14,0.0,1392.41
2006,Chhattisgarh,Durg,781.7,36.81,0.21,0.0,0.21,0.0,5.28,0.12,0.0,170.6,10.79,234.58,0.71,3.6,4.29,0.29,0.04,36.57,1.99,40.33,88.02,6.83,0.19,1423.1599999999996
2007,Chhattisgarh,Durg,799.89,37.32,0.17,0.0,0.18,0.0,3.3,0.19,0.06,143.2,10.07,225.92,0.56,2.18,3.25,0.22,0.1,27.24,0.92,61.86,96.56,9.84,0.04,1423.0699999999997
2008,Chhattisgarh,Durg,803.37,36.46,0.21,0.0,0.21,0.0,3.4,0.2,0.06,131.94,9.83,188.25,0.46,1.76,3.63,0.23,0.01,18.05,0.31,70.14,94.77,7.54,0.01,1370.8400000000004
2009,Chhattisgarh,Durg,789.04,42.44,0.19,0.0,0.19,0.0,3.25,0.17,0.06,147.22,11.33,155.28,0.56,1.83,3.7,0.32,0.02,15.71,0.45,72.21,94.84,7.13,0.01,1345.95
2010,Chhattisgarh,Durg,777.92,46.12,0.23,0.06,0.23,1.67,3.17,0.0,0.09,184.26,13.02,180.24,0.51,2.2,6.09,0.4,0.0,12.54,0.4,91.77,114.35,4.42,0.0,1439.69
2011,Chhattisgarh,Durg,806.55,44.98,0.26,0.0,0.26,0.0,3.63,0.16,0.15,196.27,12.4,72.71,0.54,1.59,3.84,0.15,0.0,12.7,0.18,87.07,106.25,4.07,0.08,1353.84
2012,Chhattisgarh,Durg,807.07,43.87,0.7,0.0,0.7,0.0,3.12,0.18,0.19,208.6,11.23,160.54,0.48,1.72,3.77,0.36,0.05,11.38,0.19,85.05,104.27,4.97,0.13,1448.5700000000002
2013,Chhattisgarh,Durg,819.44,41.54,0.0,0.0,0.27,0.08,3.64,0.17,0.22,229.99,11.37,142.9,0.49,1.44,3.57,0.23,0.0,9.62,0.24,92.28,108.22,3.94,0.05,1469.6999999999998
2014,Chhattisgarh,Durg,834.87,44.25,0.0,0.0,0.22,0.06,4.02,0.13,0.14,228.75,14.6,144.21,0.43,1.25,3.73,0.23,0.01,7.94,0.2,85.84,99.93,5.75,0.05,1476.6100000000001
2015,Chhattisgarh,Durg,817.68,48.72,0.0,0.0,0.18,0.0,9.87,0.06,0.04,220.27,24.71,121.23,0.44,2.34,4.88,0.36,0.01,7.17,0.05,98.2,113.88,11.23,0.05,1481.3700000000001
2016,Chhattisgarh,Durg,858.91,48.94,0.0,0.0,0.08,0.0,7.95,0.06,0.01,227.24,23.18,92.18,0.35,2.06,4.27,0.08,0.0,0.0,0.02,81.71,0.0,18.52,0.06,1365.62
2017,Chhattisgarh,Durg,841.13,43.5,0.0,0.0,0.11,0.01,9.25,0.01,0.0,258.46,26.24,109.08,0.45,1.8,4.7,0.29,0.0,4.6,0.01,77.4,0.0,19.85,0.45,1397.34
1966,Chhattisgarh,Bastar,406.0,2.0,4.9,0.0,4.9,0.0,23.0,10.4,0.0,1.9,3.0,51.7,0.0,2.6,17.4,0.0,0.1,1.6,0.0,0.0,33.98,0.7,0.0,564.1800000000001
1967,Chhattisgarh,Bastar,414.0,2.0,5.7,0.0,5.7,0.0,24.0,10.7,0.0,2.0,3.0,55.54,0.0,3.2,17.3,0.0,0.1,2.9,0.0,0.0,35.69,0.9,0.0,582.7299999999999
1968,Chhattisgarh,Bastar,423.2,2.3,6.9,0.0,6.9,0.0,24.7,11.4,0.0,2.5,2.2,57.02,0.0,3.3,17.8,0.0,0.1,3.4,0.0,0.0,37.22,1.2,0.0,600.1399999999999
1969,Chhattisgarh,Bastar,429.1,2.3,6.8,0.0,6.8,0.0,25.1,11.0,0.0,2.4,2.2,58.27,0.0,3.3,18.4,0.0,0.1,3.5,0.0,0.0,38.09,1.2,0.0,608.5600000000001
1970,Chhattisgarh,Bastar,437.7,2.4,6.5,0.0,6.5,0.0,25.4,10.8,0.0,2.2,2.5,57.6,0.0,3.2,18.0,0.0,0.1,4.4,0.0,0.0,40.3,1.1,0.0,618.6999999999999
1971,Chhattisgarh,Bastar,445.6,2.5,6.2,0.0,6.2,0.0,26.8,10.9,0.0,2.3,3.3,55.4,0.0,2.9,19.0,0.0,0.1,4.5,0.0,0.0,42.5,1.2,0.0,629.4000000000001
1972,Chhattisgarh,Bastar,443.1,2.7,6.6,0.0,6.6,0.0,26.8,11.2,0.0,2.0,3.1,55.0,0.0,2.8,20.4,0.1,0.1,4.6,0.0,0.0,43.1,1.1,0.0,629.3000000000002
1973,Chhattisgarh,Bastar,450.5,2.6,8.1,0.0,8.1,0.0,27.4,11.8,0.0,2.1,3.6,58.9,0.0,3.2,20.9,0.0,0.1,6.0,0.0,0.0,49.2,1.2,0.0,653.7000000000002
1974,Chhattisgarh,Bastar,451.6,2.4,8.1,0.0,8.1,0.0,28.2,11.2,0.0,1.6,3.5,57.3,0.0,3.2,21.7,0.0,0.1,3.9,0.0,0.0,50.2,1.2,0.0,652.3000000000002
1975,Chhattisgarh,Bastar,458.3,3.7,9.1,0.0,9.1,0.0,29.4,12.2,0.0,2.1,3.7,56.8,0.0,2.9,22.9,0.0,0.1,6.2,0.0,0.0,53.3,1.1,0.0,670.9000000000001
1976,Chhattisgarh,Bastar,459.6,3.3,7.4,0.0,7.4,0.0,28.7,11.3,0.0,1.4,3.4,45.6,0.0,2.2,12.5,0.0,0.1,4.3,0.0,0.0,37.3,0.9,0.0,625.3999999999999
1977,Chhattisgarh,Bastar,473.4,3.3,7.7,0.0,7.7,0.0,29.3,10.4,0.0,2.0,3.0,47.3,0.0,2.0,15.9,0.0,0.1,6.2,0.0,0.0,44.2,0.8,0.0,653.3
1978,Chhattisgarh,Bastar,490.4,3.0,9.1,0.0,9.1,0.0,27.6,11.2,0.0,1.7,3.1,49.6,0.0,1.7,18.7,0.0,0.1,7.5,0.0,0.0,44.8,0.8,0.0,678.4000000000002
1979,Chhattisgarh,Bastar,497.5,3.0,9.4,0.0,9.4,0.0,27.0,11.3,0.0,2.1,2.4,50.0,0.0,1.8,17.3,0.0,0.0,7.3,0.0,0.0,41.3,0.7,0.0,680.4999999999998
1980,Chhattisgarh,Bastar,519.4,2.9,9.4,0.0,9.4,0.0,28.0,10.8,0.0,1.8,2.0,51.1,0.0,1.8,16.7,0.0,0.1,5.2,0.0,0.0,37.5,0.5,0.0,696.5999999999999
1981,Chhattisgarh,Bastar,523.5,3.0,9.0,0.0,9.0,0.0,27.0,11.6,0.1,2.0,2.0,50.2,0.0,2.0,14.8,0.0,0.0,5.6,0.0,0.0,38.6,0.6,0.0,699.0000000000001
1982,Chhattisgarh,Bastar,527.7,3.2,9.0,0.0,9.0,0.0,28.0,11.8,0.1,2.3,1.9,54.2,0.0,1.8,14.9,0.0,0.0,4.2,0.0,0.2,41.7,0.6,0.0,710.6000000000001
1983,Chhattisgarh,Bastar,538.0,2.9,10.0,0.0,10.0,0.0,29.0,11.6,0.0,2.2,2.2,55.1,0.0,1.8,16.2,0.0,0.0,4.1,0.0,0.3,43.5,0.8,0.0,727.7
1984,Chhattisgarh,Bastar,533.4,2.8,9.7,0.0,9.7,0.0,28.8,10.7,0.0,2.4,2.1,52.8,0.0,2.8,16.5,0.0,0.0,4.7,0.0,0.2,43.7,0.8,0.0,721.1
1985,Chhattisgarh,Bastar,555.4,2.6,9.3,0.0,9.3,0.0,28.7,10.8,0.0,2.3,2.2,55.0,0.0,2.0,16.5,0.0,0.0,4.4,0.0,0.2,45.4,0.2,0.0,744.3
1986,Chhattisgarh,Bastar,556.0,3.0,9.0,0.0,9.0,0.0,28.0,11.0,0.0,3.0,3.0,54.4,0.0,2.0,16.4,0.0,0.0,4.5,0.0,0.2,44.1,0.4,0.0,744.0
1987,Chhattisgarh,Bastar,555.0,3.0,9.0,0.0,9.0,0.0,28.0,11.0,0.0,3.0,3.0,56.0,0.0,2.3,16.6,0.0,0.0,3.9,0.0,0.2,45.0,0.1,0.0,745.1
1988,Chhattisgarh,Bastar,572.8,2.8,9.4,0.0,9.4,0.0,28.6,11.3,0.0,2.7,3.0,55.7,0.1,2.5,16.9,0.0,0.0,3.7,0.0,0.2,44.9,0.2,0.0,764.2
1989,Chhattisgarh,Bastar,571.7,2.6,9.0,0.0,9.0,0.0,28.4,10.5,0.0,2.4,3.0,56.2,0.1,3.3,15.9,0.0,0.0,3.2,0.0,0.1,44.2,0.2,0.0,759.8000000000002
1990,Chhattisgarh,Bastar,579.0,2.0,5.6,2.5,8.1,0.0,27.5,0.0,0.0,1.9,2.8,59.3,0.1,2.8,15.3,0.0,0.0,3.3,0.0,0.05,43.7,0.3,0.0,754.2499999999998
1991,Chhattisgarh,Bastar,582.3,2.2,5.4,2.3,7.7,0.0,27.5,0.0,0.0,1.7,2.6,59.5,0.0,2.5,15.26,0.0,0.0,3.0,0.04,0.02,43.6,0.17,0.0,755.79
1992,Chhattisgarh,Bastar,584.4,1.6,5.3,2.2,7.5,0.0,27.5,0.0,0.0,1.7,2.7,57.5,0.0,2.4,11.99,0.0,0.0,2.8,0.11,0.94,40.6,0.37,0.0,749.6100000000001
1993,Chhattisgarh,Bastar,605.3,1.8,5.5,0.0,5.5,0.0,27.2,0.0,0.0,2.0,2.8,60.9,0.1,2.8,12.77,0.0,0.0,3.6,0.07,0.69,42.2,0.24,0.0,773.47
1994,Chhattisgarh,Bastar,609.9,1.6,5.3,2.1,7.4,0.0,25.5,0.0,0.0,1.9,2.6,57.4,0.1,2.4,12.4,0.0,0.0,4.7,0.05,0.4,41.8,0.3,0.0,775.8499999999998
1995,Chhattisgarh,Bastar,619.0,1.6,5.0,2.0,7.0,0.0,24.7,0.0,0.0,2.0,2.4,60.0,0.1,2.6,11.7,0.0,0.0,5.2,0.0,0.3,41.5,0.3,0.0,785.4000000000001
1996,Chhattisgarh,Bastar,644.1,2.0,6.1,5.8,11.9,0.0,24.4,0.0,0.0,2.0,2.4,73.1,0.1,2.9,11.4,0.0,0.0,5.1,0.0,0.3,55.6,0.4,0.0,847.5999999999999
1997,Chhattisgarh,Bastar,622.8,1.4,4.62,1.81,6.43,0.0,24.5,7.93,0.0,1.4,2.4,58.55,0.1,3.1,10.3,0.0,0.0,4.8,0.0,0.2,39.17,0.29,0.0,789.7999999999996
1998,Chhattisgarh,Bastar,627.1,2.4,9.0,1.8,10.8,0.0,37.1,0.0,0.0,3.1,3.4,91.9,0.3,6.3,16.2,0.0,0.0,6.8,0.0,0.2,52.3,0.3,0.1,869.0999999999998
1999,Chhattisgarh,Bastar,628.47,0.0,0.0,0.0,0.0,0.0,25.0,7.89,0.0,1.54,2.33,28.46,0.0,3.4,10.08,0.0,0.0,3.44,0.04,0.16,9.1,0.37,0.1,720.3800000000001
2000,Chhattisgarh,Bastar,628.03,1.7,5.83,0.0,5.83,0.0,24.71,7.76,0.0,1.28,2.4,66.02,0.08,3.51,9.14,0.01,0.01,2.24,0.05,0.15,15.17,0.44,0.06,774.42
2001,Chhattisgarh,Bastar,633.99,2.5,5.3,0.0,5.3,0.0,25.06,7.64,0.0,1.42,2.75,65.49,0.05,3.13,9.25,0.02,0.02,2.46,0.2,0.11,15.21,0.33,0.09,780.3199999999999
2002,Chhattisgarh,Bastar,623.9,2.09,3.74,0.0,3.74,0.0,25.26,7.6,0.0,1.1,2.75,61.28,0.06,3.06,6.76,0.0,0.01,1.22,0.12,0.11,11.32,0.32,0.07,754.5100000000001
2003,Chhattisgarh,Bastar,632.58,2.42,3.61,0.0,3.61,0.0,29.48,7.72,0.0,1.46,2.85,61.52,0.06,3.16,7.53,0.01,0.02,1.94,0.07,0.07,27.13,0.44,0.01,785.6900000000002
2004,Chhattisgarh,Bastar,635.47,2.17,3.55,0.0,3.55,0.0,30.19,7.41,0.0,1.39,2.84,60.9,0.03,3.21,7.34,0.0,0.03,2.12,0.07,0.06,29.42,0.31,0.0,790.0599999999998
2005,Chhattisgarh,Bastar,635.47,2.17,4.56,0.0,4.56,0.0,30.19,7.41,0.0,1.39,2.84,48.87,0.03,3.21,7.34,0.0,0.03,2.12,0.07,0.06,29.0,0.31,0.0,779.6299999999999
2006,Chhattisgarh,Bastar,546.54,1.92,1.56,0.0,4.52,0.0,31.15,7.2,0.0,1.47,2.84,47.91,0.05,3.51,7.28,0.0,0.01,1.97,0.07,0.06,28.87,0.96,0.0,687.8899999999999
2007,Chhattisgarh,Bastar,626.07,1.68,1.59,0.6,2.2,0.0,32.66,7.15,0.0,1.53,2.4,34.04,0.04,2.73,7.06,0.01,0.0,1.93,0.04,0.05,11.56,1.3,0.0,734.6399999999996
2008,Chhattisgarh,Bastar,627.78,1.71,1.52,0.56,2.08,0.0,33.41,6.88,0.0,1.46,2.35,31.66,0.05,2.56,6.73,0.01,0.0,1.64,0.05,0.03,10.82,1.19,0.0,732.4899999999999
2009,Chhattisgarh,Bastar,626.66,1.64,1.55,0.5,2.05,0.0,34.77,6.94,0.0,1.51,2.39,29.43,0.02,2.67,6.36,0.01,0.01,1.49,0.03,0.02,10.51,1.03,0.0,729.5899999999997
2010,Chhattisgarh,Bastar,621.89,1.6,2.7,0.5,2.7,0.0,35.7,0.0,0.0,1.5,2.3,45.3,0.0,2.44,5.9,0.0,0.0,2.0,0.03,0.0,24.23,1.02,0.0,749.8100000000001
2011,Chhattisgarh,Bastar,627.73,1.33,2.18,0.0,2.18,0.0,40.16,6.74,0.0,1.57,2.22,46.66,0.01,2.81,5.03,0.0,0.0,1.13,0.07,0.03,22.57,0.54,0.0,762.9599999999999
2012,Chhattisgarh,Bastar,637.8,1.25,2.23,0.0,2.23,0.0,41.04,6.77,0.0,1.57,2.13,45.53,0.02,2.74,5.0,0.0,0.0,1.08,0.05,0.03,21.95,0.45,0.0,771.87
2013,Chhattisgarh,Bastar,642.79,0.97,0.0,0.0,2.19,0.0,42.38,6.45,0.0,1.71,2.18,43.38,0.03,2.02,4.85,0.0,0.0,1.02,0.01,0.01,20.29,0.52,0.0,770.8
2014,Chhattisgarh,Bastar,646.7,0.81,0.0,0.0,2.2,0.0,43.1,6.39,0.0,1.65,2.17,44.79,0.03,2.84,4.92,0.0,0.0,0.96,0.05,0.03,21.21,0.61,0.0,778.4599999999999
2015,Chhattisgarh,Bastar,644.56,0.84,0.0,0.0,1.67,0.0,41.36,6.6,0.0,1.51,1.99,42.83,0.06,3.2,4.03,0.0,0.0,0.87,0.04,0.01,19.05,0.34,0.0,768.9599999999999
2016,Chhattisgarh,Bastar,656.26,0.67,0.0,0.0,1.67,0.0,41.5,6.52,0.0,0.76,1.8,40.96,0.07,3.01,3.72,0.0,0.0,0.0,0.04,0.01,0.0,0.9,0.0,757.8899999999999
2017,Chhattisgarh,Bastar,660.36,1.24,0.0,0.0,1.49,0.0,41.94,6.3,0.0,1.39,1.64,40.68,0.06,2.7,2.82,0.0,0.0,0.4,0.08,0.02,0.0,0.72,0.0,761.8399999999999
1966,Chhattisgarh,Raipur,717.0,6.0,0.6,0.0,0.6,0.0,1.0,1.5,0.0,4.0,8.0,116.4,11.0,7.3,0.2,0.04,0.1,21.0,0.0,0.0,39.95,0.9,0.0,935.59
1967,Chhattisgarh,Raipur,726.0,9.0,0.5,0.0,0.5,0.0,1.0,1.5,0.1,5.0,8.0,196.24,11.4,8.7,0.2,0.05,0.1,51.2,0.0,0.0,71.61,1.0,0.0,1092.1000000000001
1968,Chhattisgarh,Raipur,731.5,9.5,0.6,0.0,0.6,0.0,1.0,1.7,0.1,5.5,6.9,205.13,11.5,9.2,0.3,0.03,0.1,61.6,0.0,0.0,82.73,1.2,0.0,1129.19
1969,Chhattisgarh,Raipur,735.2,7.6,0.6,0.0,0.6,0.0,1.0,1.7,0.1,4.3,6.9,191.08,10.5,9.0,0.2,0.01,0.1,51.5,0.0,0.0,71.31,1.0,0.0,1092.7000000000003
1970,Chhattisgarh,Raipur,743.0,7.9,0.5,0.0,0.5,0.0,1.0,1.8,0.1,5.4,6.0,238.2,10.1,8.6,0.2,0.03,0.1,60.1,0.0,0.0,79.1,1.0,0.0,1163.6299999999999
1971,Chhattisgarh,Raipur,753.2,7.9,0.5,0.0,0.5,0.0,0.9,1.8,0.1,5.2,5.5,253.5,9.6,7.8,0.3,0.01,0.1,60.6,0.0,0.0,78.4,1.0,0.0,1186.9099999999996
1972,Chhattisgarh,Raipur,762.1,11.4,0.5,0.0,0.5,0.0,0.9,1.8,0.1,4.3,4.7,261.5,8.3,6.4,0.3,0.0,0.1,63.3,0.0,0.0,78.4,0.9,0.0,1205.5
1973,Chhattisgarh,Raipur,771.8,13.3,0.4,0.0,0.4,0.0,0.9,2.0,0.0,4.1,4.6,274.6,7.8,7.2,0.3,0.0,0.1,69.5,0.0,0.0,85.1,0.5,0.0,1242.5999999999997
1974,Chhattisgarh,Raipur,770.1,13.5,0.4,0.0,0.4,0.0,0.9,2.0,0.0,3.1,4.4,116.6,7.9,8.0,0.4,0.0,0.1,32.7,0.0,0.0,49.1,0.8,0.0,1010.4
1975,Chhattisgarh,Raipur,774.7,27.4,0.5,0.0,0.5,0.0,1.1,2.1,0.1,4.1,4.6,251.3,8.1,8.5,0.4,0.0,0.1,71.5,0.0,0.0,88.7,1.0,0.0,1244.7
1976,Chhattisgarh,Raipur,775.2,21.2,0.5,0.0,0.5,0.0,1.0,2.0,0.0,3.4,3.8,224.9,7.5,6.5,0.3,0.0,0.0,59.9,0.0,0.0,74.3,0.8,0.0,1181.8
1977,Chhattisgarh,Raipur,782.5,27.6,0.6,0.0,0.6,0.0,1.0,2.3,0.1,4.1,3.7,246.0,6.9,6.2,0.3,0.1,0.1,72.7,0.0,0.0,86.2,0.8,0.0,1241.8
1978,Chhattisgarh,Raipur,792.7,20.0,0.6,0.0,0.6,0.0,0.9,2.1,0.1,3.7,3.6,252.4,7.0,5.7,0.2,0.1,0.1,73.4,0.0,0.0,86.7,0.6,0.0,1250.5000000000002
1979,Chhattisgarh,Raipur,795.0,14.0,0.6,0.0,0.6,0.0,0.9,1.9,0.0,4.6,3.4,178.8,5.5,6.0,0.2,0.1,0.0,41.6,0.0,0.0,50.4,0.7,0.0,1104.3000000000002
1980,Chhattisgarh,Raipur,812.4,16.7,0.6,0.0,0.6,0.0,0.8,2.1,0.0,3.9,3.4,245.4,5.1,6.2,0.3,0.1,0.0,51.8,0.0,0.0,56.9,0.4,0.0,1206.7
