Year,State Name,Dist Name,RICE,WHEAT,KHARIF SORGHUM,RABI SORGHUM,SORGHUM,PEARL MILLET,MAIZE,FINGER MILLET,BARLEY,CHICKPEA,PIGEONPEA,MINOR PULSES,GROUNDNUT,SESAMUM,RAPESEED AND MUSTARD,SAFFLOWER,CASTOR,LINSEED,SUNFLOWER,SOYABEAN,OILSEEDS,SUGARCANE,COTTON,Total
1966,Chhattisgarh,Durg,185.0,20.0,0.4,0.0,0.4,0.0,2.0,0.2,0.0,27.0,15.0,0.0,0.1,0.3,0.2,0.0,0.2,6.8,0.0,0.0,0.0,1.6,0.0,257.2
1967,Chhattisgarh,Durg,409.0,26.0,0.9,0.0,0.9,0.0,3.0,0.2,0.1,15.0,26.0,0.0,0.1,0.9,0.3,0.0,0.1,25.8,0.0,0.0,0.0,1.2,0.0,507.5
1968,Chhattisgarh,Durg,468.0,30.0,0.4,0.0,0.4,0.0,2.0,0.2,0.1,23.0,28.0,0.0,0.1,1.6,0.5,0.0,0.3,23.8,0.0,0.0,0.0,1.0,0.0,577.3999999999999
1969,Chhattisgarh,Durg,400.8,26.5,0.6,0.0,0.6,0.0,2.3,0.2,0.1,23.1,27.3,98.3,0.1,1.4,0.4,0.0,0.1,13.0,0.0,0.0,14.9,1.9,0.0,611.6
1970,Chhattisgarh,Durg,473.6,29.0,0.6,0.0,0.6,0.0,3.3,0.2,0.1,32.6,35.2,142.9,0.1,1.1,0.4,0.0,0.1,22.7,0.0,0.0,24.3,1.4,0.0,768.2000000000002
1971,Chhattisgarh,Durg,412.9,25.8,0.2,0.0,0.2,0.0,3.1,0.2,0.1,32.8,34.6,154.9,0.0,1.0,0.4,0.0,0.1,18.5,0.0,0.0,20.2,1.0,0.0,706.0000000000001
1972,Chhattisgarh,Durg,381.0,20.6,0.3,0.0,0.3,0.0,3.2,0.1,0.1,32.6,42.4,100.6,0.0,1.9,0.7,0.0,0.1,22.7,0.0,0.0,25.4,1.0,0.0,633.0000000000001
1973,Chhattisgarh,Durg,471.9,18.6,0.2,0.0,0.2,0.0,2.7,0.2,0.1,32.4,22.8,106.4,0.0,1.3,0.7,0.0,0.1,28.0,0.0,0.0,30.3,1.2,0.0,717.0999999999999
1974,Chhattisgarh,Durg,219.0,22.4,0.4,0.0,0.4,0.0,2.9,0.3,0.1,41.0,37.6,61.3,0.0,1.4,0.8,0.0,0.1,21.4,0.0,0.0,23.9,1.5,0.0,434.5
1975,Chhattisgarh,Durg,454.0,27.8,0.2,0.0,0.2,0.0,2.9,0.2,0.2,30.2,26.7,121.2,0.0,0.9,0.9,0.0,0.1,28.7,0.0,0.0,30.8,1.4,0.0,726.4
1976,Chhattisgarh,Durg,327.1,10.0,0.1,0.0,0.1,0.0,2.0,0.2,0.1,13.4,11.3,34.0,0.0,0.4,0.1,0.0,0.1,6.5,0.0,0.0,7.1,0.8,0.0,413.3000000000001
1977,Chhattisgarh,Durg,572.4,27.1,0.1,0.0,0.1,0.0,2.8,0.2,0.1,17.7,16.0,101.7,0.0,1.0,0.3,0.0,0.1,23.2,0.0,0.0,24.5,0.3,0.0,787.6000000000001
1978,Chhattisgarh,Durg,362.2,25.6,0.1,0.0,0.1,0.0,2.9,0.2,0.1,17.0,24.8,67.9,0.1,0.5,0.5,0.0,0.1,13.4,0.0,0.0,17.5,0.2,0.0,533.2000000000002
1979,Chhattisgarh,Durg,330.6,17.8,0.5,0.0,0.5,0.0,3.6,0.2,0.0,15.7,16.9,35.7,0.2,0.6,0.3,0.0,0.0,5.3,0.0,0.0,5.4,0.1,0.0,433.40000000000003
1980,Chhattisgarh,Durg,515.6,33.6,0.2,0.0,0.2,0.0,2.8,0.2,0.1,18.0,22.9,100.8,0.2,0.9,0.7,0.1,0.1,17.2,0.0,0.0,19.8,0.1,0.0,733.5000000000002
1981,Chhattisgarh,Durg,506.9,23.6,0.2,0.0,0.2,0.0,3.0,0.2,0.1,23.1,31.2,63.3,0.1,1.0,0.9,0.1,0.1,12.1,0.0,0.0,15.8,0.1,0.0,682.0000000000002
1982,Chhattisgarh,Durg,513.3,23.9,0.1,0.0,0.1,0.0,3.1,0.2,0.1,27.9,18.8,82.8,0.1,0.9,0.7,0.1,0.0,12.3,0.0,0.7,15.9,0.2,0.0,701.2
1983,Chhattisgarh,Durg,711.0,20.6,0.1,0.0,0.1,0.0,3.7,0.2,0.0,24.7,25.9,105.3,0.1,1.0,0.9,0.1,0.0,18.1,0.0,1.2,22.4,0.3,0.0,935.7000000000002
1984,Chhattisgarh,Durg,563.8,19.9,0.3,0.0,0.3,0.0,4.1,0.2,0.1,40.0,27.1,70.6,0.2,0.9,1.0,0.1,0.0,13.3,0.0,1.3,18.1,0.5,0.0,761.8
1985,Chhattisgarh,Durg,699.8,21.0,0.2,0.0,0.2,0.0,3.0,0.1,0.1,38.1,31.8,89.4,0.3,1.1,0.7,0.1,0.0,15.6,0.0,0.7,19.0,0.3,0.0,921.5000000000001
1986,Chhattisgarh,Durg,525.0,24.0,0.1,0.0,0.1,0.0,3.0,0.1,0.0,55.0,29.0,63.5,1.0,0.5,0.7,0.1,0.0,16.7,0.0,0.4,18.6,0.5,0.0,738.3000000000002
1987,Chhattisgarh,Durg,523.0,23.0,0.2,0.0,0.2,0.0,3.0,0.1,0.0,52.1,26.0,69.5,1.0,1.1,1.2,0.1,0.0,12.2,0.0,0.3,22.4,0.3,0.0,735.7000000000002
1988,Chhattisgarh,Durg,549.7,20.2,0.1,0.0,0.1,0.0,4.0,0.1,0.0,57.0,29.1,47.7,1.3,1.4,1.4,0.1,0.0,9.6,0.0,0.6,15.0,0.5,0.0,737.9000000000002
1989,Chhattisgarh,Durg,457.3,22.7,0.1,0.0,0.1,0.0,4.8,0.1,0.0,60.5,26.9,48.4,2.8,1.3,1.4,0.0,0.0,11.1,0.0,0.5,17.0,0.7,0.0,655.7
1990,Chhattisgarh,Durg,806.8,24.8,0.4,0.0,0.4,0.0,3.8,0.0,0.1,64.6,19.6,95.2,2.9,1.2,1.58,0.0,0.0,12.3,0.0,1.58,19.6,0.1,0.0,1054.9599999999998
1991,Chhattisgarh,Durg,773.6,21.6,1.8,0.0,1.8,0.0,3.5,0.0,0.0,75.7,22.8,134.8,2.7,0.5,1.17,0.1,0.0,18.3,0.03,3.17,26.0,0.9,0.0,1088.47
1992,Chhattisgarh,Durg,777.3,20.5,1.0,0.0,1.0,0.0,6.0,0.0,0.0,63.4,23.6,104.9,2.3,0.4,1.9,0.1,0.0,16.6,0.02,6.72,28.2,0.6,0.0,1054.5399999999997
1993,Chhattisgarh,Durg,876.7,23.8,0.2,3.4,3.6,0.01,4.2,0.0,0.0,69.5,18.8,130.0,2.6,0.6,1.58,0.1,0.0,17.8,0.07,25.64,48.4,0.8,0.0,1227.7999999999997
1994,Chhattisgarh,Durg,967.9,29.4,0.2,0.0,0.2,0.0,4.3,0.0,0.0,81.5,15.9,127.2,1.2,0.4,1.8,0.1,0.0,23.0,0.08,13.4,40.0,0.7,0.0,1307.2800000000002
1995,Chhattisgarh,Durg,1052.0,26.5,0.1,0.0,0.1,0.0,5.6,0.0,0.1,61.3,12.9,80.9,1.0,0.8,1.3,0.2,0.0,15.3,0.1,21.1,40.0,0.8,0.0,1320.0999999999995
1996,Chhattisgarh,Durg,917.2,29.1,0.2,0.0,0.2,0.3,4.1,0.0,0.0,78.1,12.3,120.7,0.8,0.7,1.2,0.2,0.0,22.6,0.1,31.0,57.6,1.1,0.0,1277.4999999999998
1997,Chhattisgarh,Durg,837.5,18.3,0.1,0.0,0.1,0.0,3.2,0.0,0.0,48.8,7.2,11.3,1.4,0.4,1.0,0.1,0.0,10.5,0.1,48.9,62.4,0.9,0.0,1052.2
1998,Chhattisgarh,Durg,684.62,24.84,0.27,0.0,0.27,0.0,5.68,0.0,0.0,85.26,29.43,92.31,1.38,0.81,2.05,0.1,0.0,16.78,0.0,26.09,47.57,2.27,0.0,1019.7299999999998
1999,Chhattisgarh,Durg,963.04,0.0,0.0,0.0,0.0,0.0,4.98,0.07,0.0,79.51,15.12,96.35,1.38,0.85,0.89,0.06,0.0,16.11,0.64,10.24,35.93,3.43,0.0,1228.6000000000001
2000,Chhattisgarh,Durg,467.89,17.59,0.23,0.0,0.23,0.02,3.12,0.07,0.0,49.93,5.61,7.55,1.15,0.51,0.65,0.02,0.01,9.05,0.26,5.7,17.34,0.17,0.0,587.0999999999998
2001,Chhattisgarh,Durg,978.69,24.11,0.25,0.0,0.25,0.0,2.62,0.06,0.01,86.49,5.58,9.08,1.71,0.7,0.84,0.04,0.02,13.03,0.51,6.01,22.84,0.21,0.0,1153.0499999999997
2002,Chhattisgarh,Durg,484.9,25.09,0.21,0.0,0.21,0.0,4.76,0.05,0.01,78.25,6.33,8.27,1.67,1.0,0.85,0.04,0.0,11.09,0.53,6.91,22.07,0.29,0.01,652.5399999999998
2003,Chhattisgarh,Durg,1145.82,29.58,0.15,0.0,0.15,0.0,3.35,0.08,0.02,136.35,7.39,10.22,1.33,1.06,1.11,0.08,0.0,12.17,0.92,15.27,22.11,0.41,0.05,1387.6199999999997
2004,Chhattisgarh,Durg,984.31,23.19,0.11,0.0,0.11,0.0,3.87,0.09,0.01,81.77,6.26,9.43,1.08,0.74,1.22,0.08,0.02,8.29,0.97,25.72,31.95,0.65,0.21,1180.0800000000002
2005,Chhattisgarh,Durg,984.31,23.19,0.11,0.0,0.11,0.0,3.87,0.09,0.01,81.77,6.26,74.99,1.08,0.74,1.22,0.08,0.02,8.29,0.97,25.72,38.16,0.65,0.0,1251.64
2006,Chhattisgarh,Durg,1177.1,26.62,0.15,0.0,0.15,0.0,5.03,0.04,0.0,123.47,4.65,127.67,1.04,1.04,1.26,0.08,0.01,9.28,1.25,35.86,49.86,0.72,0.05,1565.3299999999997
2007,Chhattisgarh,Durg,1095.84,34.38,0.03,0.0,0.17,0.0,3.82,0.05,0.07,130.29,4.96,404.31,0.87,0.65,1.22,0.05,0.04,8.44,0.74,71.13,82.96,1.21,0.01,1841.24
2008,Chhattisgarh,Durg,704.09,31.19,0.07,0.0,0.26,0.0,3.35,0.06,0.06,113.04,5.41,149.66,0.72,0.44,1.23,0.06,0.0,4.59,0.22,66.01,73.18,0.84,0.01,1154.49
2009,Chhattisgarh,Durg,622.05,38.12,0.07,0.0,0.22,0.0,3.4,0.04,0.01,130.06,5.88,67.34,1.02,0.74,1.58,0.07,0.0,4.24,0.3,64.92,72.74,1.65,0.0,1014.45
2010,Chhattisgarh,Durg,1319.18,45.87,0.32,0.0,0.32,2.41,4.63,0.0,0.07,174.84,5.24,91.25,0.96,0.57,2.17,0.1,0.0,3.14,0.29,105.41,112.83,1.13,0.0,1870.73
2011,Chhattisgarh,Durg,1416.48,50.19,0.2,0.0,0.2,0.0,4.67,0.04,0.17,197.94,5.46,32.84,0.84,0.55,1.61,0.03,0.0,4.96,0.15,69.83,78.18,2.06,0.02,1866.42
2012,Chhattisgarh,Durg,1534.22,47.69,0.49,0.0,0.49,0.0,4.8,0.05,0.11,235.92,6.1,60.53,0.72,0.47,1.64,0.09,0.02,4.76,0.14,101.62,109.66,1.26,0.02,2110.8
2013,Chhattisgarh,Durg,1296.24,43.33,0.0,0.0,0.17,0.07,6.34,0.04,0.12,173.91,5.68,56.73,0.9,0.37,1.68,0.05,0.0,3.38,0.11,92.65,99.31,0.93,0.01,1782.02
2014,Chhattisgarh,Durg,1444.24,50.96,0.0,0.0,0.18,0.04,5.84,0.03,0.11,241.58,9.18,97.92,0.7,0.53,1.76,0.05,0.0,3.04,0.1,39.93,46.2,3.46,0.02,1945.87
2015,Chhattisgarh,Durg,880.6,54.6,0.0,0.0,0.19,0.0,14.47,0.01,0.03,166.24,11.01,47.02,0.75,0.87,2.41,0.12,0.0,2.34,0.04,49.1,37.19,2.57,0.01,1269.5699999999997
2016,Chhattisgarh,Durg,1791.66,61.84,0.0,0.0,0.13,0.0,16.12,0.01,0.01,264.01,14.82,92.38,0.7,0.78,1.89,0.03,0.0,0.0,0.0,60.69,0.0,7.21,0.02,2312.3
2017,Chhattisgarh,Durg,983.21,50.19,0.0,0.0,0.14,0.0,18.09,0.0,0.0,259.45,10.69,46.03,0.77,0.49,2.0,0.12,0.0,1.16,0.0,25.02,0.0,3.59,0.13,1401.0800000000002
1966,Chhattisgarh,Bastar,261.0,1.0,4.2,0.0,4.2,0.0,31.0,2.3,0.0,0.5,2.0,0.0,0.0,0.2,4.1,0.0,0.0,0.2,0.0,0.0,0.0,2.4,0.0,311.09999999999997
1967,Chhattisgarh,Bastar,319.0,1.0,4.6,0.0,4.6,0.0,34.0,2.7,0.0,1.0,3.0,0.0,0.0,0.2,4.3,0.0,0.0,0.6,0.0,0.0,0.0,2.8,0.0,375.80000000000007
1968,Chhattisgarh,Bastar,294.0,1.0,5.3,0.0,5.3,0.0,24.0,2.9,0.2,1.0,2.0,0.0,0.0,0.5,6.2,0.0,0.0,0.5,0.0,0.0,0.0,3.7,0.0,344.59999999999997
1969,Chhattisgarh,Bastar,329.0,1.5,4.8,0.0,4.8,0.0,25.0,2.8,0.2,0.9,2.0,18.0,0.0,0.4,6.2,0.0,0.0,0.8,0.0,0.0,10.3,4.1,0.0,410.8
1970,Chhattisgarh,Bastar,316.8,1.9,5.2,0.0,5.2,0.0,36.1,2.9,0.0,0.8,2.9,18.0,0.0,0.3,5.5,0.0,0.0,0.9,0.0,0.0,9.7,3.8,0.0,409.99999999999994
1971,Chhattisgarh,Bastar,366.6,1.5,4.1,0.0,4.1,0.0,35.1,3.0,0.0,1.0,3.9,17.5,0.0,0.3,7.0,0.0,0.0,0.9,0.0,0.0,12.6,3.8,0.0,461.4000000000001
1972,Chhattisgarh,Bastar,285.8,1.7,5.2,0.0,5.2,0.0,37.1,2.8,0.0,0.7,3.9,16.8,0.0,0.4,9.5,0.0,0.0,0.9,0.0,0.0,14.1,3.7,0.0,387.79999999999995
1973,Chhattisgarh,Bastar,364.3,1.9,6.9,0.0,6.9,0.0,39.4,3.0,0.0,0.9,3.0,19.7,0.0,0.4,11.0,0.0,0.0,1.3,0.0,0.0,16.8,4.0,0.0,479.4999999999999
1974,Chhattisgarh,Bastar,302.9,2.0,5.8,0.0,5.8,0.0,34.6,2.7,0.0,0.5,4.0,17.6,0.0,0.4,10.7,0.0,0.0,0.7,0.0,0.0,15.9,3.7,0.0,407.29999999999995
1975,Chhattisgarh,Bastar,407.9,2.9,7.9,0.0,7.9,0.0,34.8,3.5,0.0,0.8,4.4,19.5,0.0,0.4,12.3,0.0,0.0,1.3,0.0,0.0,17.8,3.7,0.0,525.0999999999999
1976,Chhattisgarh,Bastar,296.1,2.2,4.7,0.0,4.7,0.0,32.6,2.0,0.0,0.4,2.4,9.8,0.0,0.2,2.4,0.0,0.0,0.5,0.0,0.0,5.2,2.9,0.0,366.0999999999999
1977,Chhattisgarh,Bastar,430.4,2.6,6.0,0.0,6.0,0.0,29.2,2.6,0.0,0.7,3.2,14.7,0.0,0.2,4.7,0.0,0.0,1.2,0.0,0.0,10.6,2.5,0.0,514.5999999999999
1978,Chhattisgarh,Bastar,402.2,2.8,6.3,0.0,6.3,0.0,30.2,2.9,0.0,0.6,2.0,15.8,0.0,0.1,7.1,0.0,0.0,1.4,0.0,0.0,11.8,2.8,0.0,492.30000000000007
1979,Chhattisgarh,Bastar,309.2,2.4,8.3,0.0,8.3,0.0,39.4,3.2,0.0,0.6,1.4,16.3,0.0,0.1,4.7,0.0,0.0,0.9,0.0,0.0,8.8,1.7,0.0,405.29999999999995
1980,Chhattisgarh,Bastar,391.8,3.1,8.1,0.0,8.1,0.0,30.3,3.1,0.1,0.6,1.7,16.0,0.0,0.1,8.0,0.0,0.0,0.8,0.0,0.0,9.8,1.7,0.0,483.3000000000002
1981,Chhattisgarh,Bastar,389.3,3.3,8.2,0.0,8.2,0.0,29.4,3.0,0.1,0.8,2.9,15.4,0.0,0.2,7.0,0.0,0.0,1.0,0.0,0.0,11.0,2.1,0.0,481.9
1982,Chhattisgarh,Bastar,372.4,3.9,5.5,0.0,5.5,0.0,36.7,3.5,0.1,1.0,1.9,17.7,0.0,0.1,6.3,0.0,0.0,0.8,0.0,0.1,11.7,2.1,0.0,469.3
1983,Chhattisgarh,Bastar,408.0,2.7,9.4,0.0,9.4,0.0,39.0,3.5,0.0,0.9,3.1,20.3,0.0,0.1,7.6,0.0,0.0,1.0,0.0,0.2,13.5,2.8,0.0,521.5
1984,Chhattisgarh,Bastar,395.6,3.0,10.1,0.0,10.1,0.0,42.8,2.8,0.0,1.0,2.6,18.3,0.0,0.4,7.5,0.0,0.0,1.0,0.0,0.1,12.5,2.6,0.0,510.40000000000015
1985,Chhattisgarh,Bastar,834.3,2.6,9.8,0.0,9.8,0.0,32.4,3.1,0.0,1.0,3.1,20.2,0.0,0.3,6.7,0.0,0.0,0.9,0.0,0.1,12.3,0.6,0.0,937.1999999999999
1986,Chhattisgarh,Bastar,403.0,3.0,8.0,0.0,8.0,0.0,34.0,3.0,0.0,1.0,4.0,18.6,0.0,0.2,6.0,0.0,0.0,1.1,0.0,0.1,11.1,1.4,0.0,502.50000000000006
1987,Chhattisgarh,Bastar,382.0,2.0,9.1,0.0,9.1,0.0,34.0,3.0,0.0,1.0,3.0,20.5,0.0,0.4,9.3,0.0,0.0,1.0,0.0,0.1,14.5,0.4,0.0,489.40000000000003
1988,Chhattisgarh,Bastar,553.2,3.0,8.6,0.0,8.6,0.0,40.9,3.2,0.0,1.1,4.1,20.4,0.1,0.5,9.9,0.0,0.0,0.9,0.0,0.1,14.8,0.6,0.0,670.0000000000001
1989,Chhattisgarh,Bastar,544.7,2.7,9.1,0.0,9.1,0.0,54.7,3.1,0.0,1.0,4.5,19.9,0.0,0.8,8.9,0.0,0.0,0.7,0.0,0.1,14.0,0.7,0.0,674.0000000000002
1990,Chhattisgarh,Bastar,561.9,2.4,5.5,2.3,7.8,0.0,40.6,0.0,0.0,0.9,4.2,22.0,0.0,0.5,9.78,0.0,0.0,0.7,0.0,0.04,15.0,1.1,0.0,674.7199999999999
1991,Chhattisgarh,Bastar,624.3,3.0,5.6,1.8,7.4,0.0,40.8,0.0,0.0,1.0,3.5,22.4,0.0,0.4,10.52,0.0,0.0,0.8,0.01,0.02,16.1,0.5,0.0,738.1499999999997
1992,Chhattisgarh,Bastar,533.3,2.0,5.3,3.0,8.3,0.0,46.3,0.0,0.0,0.8,3.4,20.3,0.0,0.5,6.37,0.0,0.0,0.6,0.02,0.87,11.7,1.3,0.0,644.0599999999997
1993,Chhattisgarh,Bastar,603.7,2.6,6.0,3.4,9.4,0.0,43.9,0.0,0.0,1.1,3.9,23.3,0.1,0.7,6.5,0.0,0.0,0.9,0.02,0.73,12.6,0.9,0.0,719.75
1994,Chhattisgarh,Bastar,604.0,2.4,4.6,1.6,6.2,0.0,32.2,0.0,0.0,1.2,3.5,23.2,0.1,0.5,7.1,0.0,0.0,1.2,0.01,0.4,13.1,0.9,0.0,702.2100000000003
1995,Chhattisgarh,Bastar,589.1,2.5,5.4,2.3,7.7,0.0,41.6,0.0,0.0,1.1,2.7,23.6,0.1,0.6,6.7,0.0,0.0,1.3,0.0,0.4,13.4,1.1,0.0,699.6000000000001
1996,Chhattisgarh,Bastar,670.5,3.3,6.4,5.5,11.9,0.0,38.7,0.0,0.0,1.2,2.9,28.0,0.1,0.7,7.3,0.0,0.0,1.4,0.0,0.3,20.1,1.3,0.0,799.5999999999999
1997,Chhattisgarh,Bastar,455.0,2.2,5.3,0.0,5.3,0.0,34.1,0.0,0.0,0.9,2.6,20.1,0.1,0.6,5.5,0.0,0.0,1.2,0.0,0.1,11.6,1.0,0.0,545.6000000000001
1998,Chhattisgarh,Bastar,569.8,3.8,10.3,2.4,12.7,0.0,56.8,0.0,0.0,1.7,4.0,26.34,0.3,1.3,8.9,0.0,0.0,2.1,0.0,0.2,16.7,1.2,0.0,718.54
1999,Chhattisgarh,Bastar,676.2,0.0,0.0,0.0,0.0,0.0,46.6,2.36,0.0,0.91,2.71,10.7,0.0,0.82,10.53,0.0,0.0,1.06,0.01,0.16,3.62,1.35,0.0,757.0300000000001
2000,Chhattisgarh,Bastar,523.9,2.75,3.44,0.0,3.44,0.0,38.35,1.78,0.0,0.71,1.26,21.58,0.07,0.68,3.07,0.0,0.0,0.55,0.01,0.12,4.48,0.13,0.01,606.3300000000002
2001,Chhattisgarh,Bastar,922.15,3.88,5.23,0.0,5.23,0.0,23.68,2.34,0.0,1.12,1.25,23.81,0.06,0.9,3.41,0.0,0.0,0.89,0.06,0.11,5.45,0.11,0.02,999.6999999999998
2002,Chhattisgarh,Bastar,331.38,3.76,2.36,0.0,2.36,0.0,35.99,1.5,0.0,0.72,1.04,13.67,0.1,0.84,1.66,0.0,0.0,0.29,0.02,0.08,2.95,0.09,0.01,398.82000000000005
2003,Chhattisgarh,Bastar,1042.75,3.83,3.96,0.0,3.96,0.0,45.98,2.31,0.0,1.34,1.96,21.13,0.04,1.06,3.4,0.0,0.0,0.85,0.01,0.08,5.68,0.14,0.0,1138.48
2004,Chhattisgarh,Bastar,788.65,3.21,2.48,0.0,2.48,0.0,49.74,2.02,0.0,0.95,1.53,19.97,0.04,1.08,3.03,0.0,0.01,0.8,0.01,0.07,8.9,0.1,0.0,885.07
2005,Chhattisgarh,Bastar,788.65,3.21,2.48,0.0,2.48,0.0,49.74,2.02,0.0,0.95,1.53,18.46,0.04,1.08,3.03,0.0,0.01,0.8,0.01,0.07,8.39,0.1,0.0,883.0500000000001
2006,Chhattisgarh,Bastar,836.54,3.2,2.17,0.0,2.7,0.0,41.19,1.84,0.0,1.07,1.38,18.73,0.04,1.01,1.89,0.0,0.0,0.66,0.02,0.05,7.0,0.14,0.0,919.6299999999999
2007,Chhattisgarh,Bastar,927.73,3.31,0.0,0.0,1.87,0.0,59.39,2.05,0.0,1.42,1.76,13.74,0.06,1.06,2.84,0.0,0.0,0.66,0.01,0.06,4.9,0.21,0.0,1021.0699999999997
2008,Chhattisgarh,Bastar,729.33,2.6,0.0,0.0,1.7,0.0,53.87,1.95,0.0,1.08,1.41,9.68,0.07,0.81,2.23,0.0,0.0,0.43,0.01,0.05,3.73,0.22,0.0,809.1700000000001
2009,Chhattisgarh,Bastar,682.46,2.95,0.0,0.0,2.42,0.0,61.36,1.85,0.0,1.63,1.31,9.9,0.03,1.23,2.88,0.0,0.0,0.43,0.01,0.03,4.76,0.34,0.0,773.5899999999999
2010,Chhattisgarh,Bastar,1184.98,3.2,4.4,0.0,4.4,0.0,72.3,0.0,0.0,1.7,0.93,17.7,0.0,1.01,2.6,0.0,0.0,0.7,0.02,0.0,7.35,0.12,0.0,1301.41
2011,Chhattisgarh,Bastar,772.88,2.49,1.97,0.0,1.97,0.0,82.85,1.69,0.0,1.47,0.93,15.56,0.01,1.27,2.9,0.0,0.0,0.52,0.01,0.03,7.5,0.34,0.0,894.39
2012,Chhattisgarh,Bastar,1341.33,2.47,1.92,0.0,1.92,0.0,84.27,1.98,0.0,2.05,1.4,17.03,0.03,0.85,2.93,0.0,0.0,0.56,0.01,0.04,7.1,0.16,0.0,1466.05
2013,Chhattisgarh,Bastar,1265.91,1.75,0.0,0.0,1.59,0.0,99.48,1.62,0.0,1.39,1.37,15.53,0.05,0.56,2.9,0.0,0.0,0.52,0.0,0.01,6.67,0.14,0.0,1399.49
2014,Chhattisgarh,Bastar,1377.04,1.86,0.0,0.0,2.09,0.0,86.93,1.68,0.0,2.11,1.38,16.19,0.04,1.15,2.82,0.0,0.0,0.48,0.01,0.03,7.06,0.33,0.0,1501.1999999999998
2015,Chhattisgarh,Bastar,664.46,1.75,0.0,0.0,1.52,0.0,88.98,1.26,0.0,1.33,1.21,13.21,0.09,1.23,2.58,0.0,0.0,0.35,0.01,0.0,5.54,0.1,0.0,783.6200000000002
2016,Chhattisgarh,Bastar,1294.97,1.53,0.0,0.0,2.34,0.0,123.66,1.61,0.0,0.91,1.22,16.8,0.12,1.4,2.0,0.0,0.0,0.0,0.0,0.01,0.0,0.2,0.0,1446.77
2017,Chhattisgarh,Bastar,801.82,2.22,0.0,0.0,1.79,0.0,120.22,1.44,0.0,1.29,0.66,15.07,0.08,0.76,1.24,0.0,0.0,0.1,0.0,0.01,0.0,0.11,0.0,946.8100000000002
1966,Chhattisgarh,Raipur,469.0,2.0,0.5,0.0,0.5,0.0,1.0,0.3,0.0,1.0,2.0,0.0,5.0,0.7,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.7,0.0,483.9
1967,Chhattisgarh,Raipur,625.0,4.0,0.5,0.0,0.5,0.0,1.0,0.4,0.1,2.0,4.0,0.0,9.8,0.7,0.1,0.0,0.0,5.3,0.0,0.0,0.0,3.3,0.0,654.6999999999999
1968,Chhattisgarh,Raipur,630.0,4.0,0.5,0.0,0.5,0.0,1.0,0.5,0.1,2.0,4.0,0.0,6.0,1.4,0.1,0.0,0.0,6.2,0.0,0.0,0.0,4.0,0.0,658.3000000000001
1969,Chhattisgarh,Raipur,671.2,3.4,0.4,0.0,0.4,0.0,0.7,0.5,0.1,1.8,4.2,36.5,6.9,1.2,0.1,0.0,0.0,3.1,0.0,0.0,11.3,3.2,0.0,745.0000000000001
1970,Chhattisgarh,Raipur,898.5,4.8,0.4,0.0,0.4,0.0,1.4,0.6,0.1,2.5,5.2,78.0,7.8,0.9,0.1,0.0,0.0,8.2,0.0,0.0,17.0,3.3,0.0,1029.2
1971,Chhattisgarh,Raipur,699.8,4.9,0.4,0.0,0.4,0.0,1.1,0.5,0.1,2.8,4.6,112.6,5.9,0.4,0.1,0.0,0.0,8.7,0.0,0.0,15.6,3.6,0.0,861.5
1972,Chhattisgarh,Raipur,687.9,5.7,0.5,0.0,0.5,0.0,1.1,0.5,0.0,2.3,4.9,75.9,6.4,1.1,0.1,0.0,0.0,4.8,0.0,0.0,12.5,3.6,0.0,807.8
1973,Chhattisgarh,Raipur,669.5,7.6,0.4,0.0,0.4,0.0,1.0,0.6,0.0,2.0,2.9,64.1,5.4,1.1,0.2,0.0,0.0,7.1,0.0,0.0,13.9,3.3,0.0,779.5
1974,Chhattisgarh,Raipur,415.6,7.6,0.3,0.0,0.3,0.0,0.8,0.5,0.0,1.4,3.1,24.2,5.2,1.0,0.2,0.0,0.0,3.2,0.0,0.0,9.8,2.8,0.0,476.00000000000006
1975,Chhattisgarh,Raipur,685.2,12.2,0.5,0.0,0.5,0.0,1.1,0.6,0.0,2.0,3.9,88.5,6.8,1.1,0.3,0.0,0.0,9.1,0.0,0.0,17.3,3.5,0.0,832.6
1976,Chhattisgarh,Raipur,578.6,8.4,0.4,0.0,0.4,0.0,0.9,0.5,0.0,0.9,1.3,28.9,3.1,0.5,0.1,0.0,0.0,2.2,0.0,0.0,5.9,3.0,0.0,635.0999999999999
1977,Chhattisgarh,Raipur,904.0,17.9,0.7,0.0,0.7,0.0,0.9,0.7,0.1,2.0,3.0,99.7,4.9,0.8,0.1,0.0,0.0,7.9,0.0,0.0,13.8,3.1,0.0,1060.3
1978,Chhattisgarh,Raipur,686.0,20.5,0.4,0.0,0.4,0.0,0.8,0.7,0.0,1.6,2.4,79.8,5.4,0.6,0.1,0.0,0.0,4.7,0.0,0.0,11.0,2.3,0.0,816.6999999999999
1979,Chhattisgarh,Raipur,420.2,10.0,0.3,0.0,0.3,0.0,0.6,0.3,0.0,1.5,2.0,18.8,8.4,0.3,0.1,0.0,0.0,1.6,0.0,0.0,4.8,2.0,0.0,471.2000000000001
1980,Chhattisgarh,Raipur,724.7,19.2,0.5,0.0,0.5,0.0,0.6,0.5,0.0,1.7,2.0,49.8,8.2,0.8,0.2,0.0,0.0,4.3,0.0,0.0,8.7,1.7,0.0,823.4000000000002
